date,product,customer_id,units
2022-01-07,product_a,Kunde_061,97
2022-01-07,product_a,Kunde_039,37
2022-01-07,product_a,Kunde_079,84
2022-01-07,product_b,Kunde_057,62
2022-01-07,product_b,Kunde_104,18
2022-01-07,product_b,Kunde_058,61
2022-01-07,product_b,Kunde_050,4
2022-01-07,product_b,Kunde_014,9
2022-01-07,product_c,Kunde_009,51
2022-01-07,product_c,Kunde_033,33
2022-01-07,product_c,Kunde_057,87
2022-01-07,product_c,Kunde_077,212
2022-01-07,product_c,Kunde_014,40
2022-01-08,product_a,Kunde_096,38
2022-01-08,product_a,Kunde_099,21
2022-01-08,product_a,Kunde_057,8
2022-01-08,product_a,Kunde_065,22
2022-01-08,product_a,Kunde_048,17
2022-01-08,product_b,Kunde_006,60
2022-01-08,product_b,Kunde_054,131
2022-01-08,product_b,Kunde_080,5
2022-01-08,product_b,Kunde_082,41
2022-01-08,product_b,Kunde_094,6
2022-01-08,product_c,Kunde_086,25
2022-01-08,product_c,Kunde_076,17
2022-01-08,product_c,Kunde_014,166
2022-01-08,product_c,Kunde_080,84
2022-01-08,product_c,Kunde_004,29
2022-01-09,product_a,Kunde_023,21
2022-01-09,product_a,Kunde_008,14
2022-01-09,product_a,Kunde_100,14
2022-01-09,product_a,Kunde_080,19
2022-01-09,product_a,Kunde_002,43
2022-01-09,product_b,Kunde_058,104
2022-01-09,product_b,Kunde_023,6
2022-01-09,product_b,Kunde_053,99
2022-01-09,product_b,Kunde_087,63
2022-01-09,product_b,Kunde_082,7
2022-01-09,product_c,Kunde_029,26
2022-01-09,product_c,Kunde_091,4
2022-01-09,product_c,Kunde_067,1
2022-01-09,product_c,Kunde_030,7
2022-01-09,product_c,Kunde_105,2
2022-01-10,product_a,Kunde_010,49
2022-01-10,product_a,Kunde_036,34
2022-01-10,product_a,Kunde_029,52
2022-01-10,product_a,Kunde_031,114
2022-01-10,product_a,Kunde_065,28
2022-01-10,product_b,Kunde_031,42
2022-01-10,product_b,Kunde_090,46
2022-01-10,product_b,Kunde_069,64
2022-01-10,product_b,Kunde_077,55
2022-01-10,product_b,Kunde_051,138
2022-01-10,product_c,Kunde_042,1
2022-01-10,product_c,Kunde_050,4
2022-01-10,product_c,Kunde_103,10
2022-01-10,product_c,Kunde_031,0
2022-01-10,product_c,Kunde_038,3
2022-01-11,product_a,Kunde_064,52
2022-01-11,product_a,Kunde_021,84
2022-01-11,product_a,Kunde_051,20
2022-01-11,product_a,Kunde_055,132
2022-01-11,product_a,Kunde_091,58
2022-01-11,product_b,Kunde_043,16
2022-01-11,product_b,Kunde_031,2
2022-01-11,product_b,Kunde_044,18
2022-01-11,product_b,Kunde_103,19
2022-01-11,product_b,Kunde_060,14
2022-01-11,product_c,Kunde_091,13
2022-01-11,product_c,Kunde_076,4
2022-01-11,product_c,Kunde_005,1
2022-01-11,product_c,Kunde_101,4
2022-01-11,product_c,Kunde_007,3
2022-01-12,product_a,Kunde_096,2
2022-01-12,product_a,Kunde_086,49
2022-01-12,product_a,Kunde_046,15
2022-01-12,product_a,Kunde_020,87
2022-01-12,product_a,Kunde_099,11
2022-01-12,product_b,Kunde_036,34
2022-01-12,product_b,Kunde_080,54
2022-01-12,product_b,Kunde_073,4
2022-01-12,product_b,Kunde_039,15
2022-01-12,product_b,Kunde_003,78
2022-01-12,product_c,Kunde_015,27
2022-01-12,product_c,Kunde_025,33
2022-01-12,product_c,Kunde_071,9
2022-01-12,product_c,Kunde_103,5
2022-01-12,product_c,Kunde_102,17
2022-01-13,product_a,Kunde_002,22
2022-01-13,product_a,Kunde_030,55
2022-01-13,product_a,Kunde_025,41
2022-01-13,product_a,Kunde_016,7
2022-01-13,product_a,Kunde_063,8
2022-01-13,product_b,Kunde_073,12
2022-01-13,product_b,Kunde_078,5
2022-01-13,product_b,Kunde_040,0
2022-01-13,product_b,Kunde_075,2
2022-01-13,product_b,Kunde_030,18
2022-01-13,product_c,Kunde_030,0
2022-01-13,product_c,Kunde_038,43
2022-01-13,product_c,Kunde_102,28
2022-01-13,product_c,Kunde_004,135
2022-01-13,product_c,Kunde_036,214
2022-01-14,product_a,Kunde_062,15
2022-01-14,product_a,Kunde_066,5
2022-01-14,product_a,Kunde_002,20
2022-01-14,product_a,Kunde_053,10
2022-01-14,product_a,Kunde_055,17
2022-01-14,product_b,Kunde_034,10
2022-01-14,product_b,Kunde_101,1
2022-01-14,product_b,Kunde_031,2
2022-01-14,product_b,Kunde_010,1
2022-01-14,product_b,Kunde_019,1
2022-01-14,product_c,Kunde_027,12
2022-01-14,product_c,Kunde_069,20
2022-01-14,product_c,Kunde_038,22
2022-01-14,product_c,Kunde_010,3
2022-01-14,product_c,Kunde_092,21
2022-01-15,product_a,Kunde_041,1
2022-01-15,product_a,Kunde_034,0
2022-01-15,product_a,Kunde_024,1
2022-01-15,product_a,Kunde_104,0
2022-01-15,product_a,Kunde_090,0
2022-01-15,product_b,Kunde_057,41
2022-01-15,product_b,Kunde_076,18
2022-01-15,product_b,Kunde_088,3
2022-01-15,product_b,Kunde_001,67
2022-01-15,product_b,Kunde_100,47
2022-01-15,product_c,Kunde_065,6
2022-01-15,product_c,Kunde_082,4
2022-01-15,product_c,Kunde_002,0
2022-01-15,product_c,Kunde_067,11
2022-01-15,product_c,Kunde_069,1
2022-01-16,product_a,Kunde_068,13
2022-01-16,product_a,Kunde_043,0
2022-01-16,product_a,Kunde_073,91
2022-01-16,product_a,Kunde_036,70
2022-01-16,product_a,Kunde_093,44
2022-01-16,product_b,Kunde_026,16
2022-01-16,product_b,Kunde_049,25
2022-01-16,product_b,Kunde_050,19
2022-01-16,product_b,Kunde_042,12
2022-01-16,product_b,Kunde_020,3
2022-01-16,product_c,Kunde_008,0
2022-01-16,product_c,Kunde_102,59
2022-01-16,product_c,Kunde_105,55
2022-01-16,product_c,Kunde_085,4
2022-01-16,product_c,Kunde_019,29
2022-01-17,product_a,Kunde_083,15
2022-01-17,product_a,Kunde_068,10
2022-01-17,product_a,Kunde_067,4
2022-01-17,product_a,Kunde_019,15
2022-01-17,product_a,Kunde_097,18
2022-01-17,product_b,Kunde_036,1
2022-01-17,product_b,Kunde_083,4
2022-01-17,product_b,Kunde_102,1
2022-01-17,product_b,Kunde_105,0
2022-01-17,product_b,Kunde_021,10
2022-01-17,product_c,Kunde_066,50
2022-01-17,product_c,Kunde_035,101
2022-01-17,product_c,Kunde_009,76
2022-01-17,product_c,Kunde_033,7
2022-01-17,product_c,Kunde_001,38
2022-01-18,product_a,Kunde_036,0
2022-01-18,product_a,Kunde_018,27
2022-01-18,product_a,Kunde_043,45
2022-01-18,product_a,Kunde_097,51
2022-01-18,product_a,Kunde_049,18
2022-01-18,product_b,Kunde_079,61
2022-01-18,product_b,Kunde_094,116
2022-01-18,product_b,Kunde_087,28
2022-01-18,product_b,Kunde_030,25
2022-01-18,product_b,Kunde_025,36
2022-01-18,product_c,Kunde_080,3
2022-01-18,product_c,Kunde_079,39
2022-01-18,product_c,Kunde_064,6
2022-01-18,product_c,Kunde_090,7
2022-01-18,product_c,Kunde_050,158
2022-01-19,product_a,Kunde_049,34
2022-01-19,product_a,Kunde_015,18
2022-01-19,product_a,Kunde_020,39
2022-01-19,product_a,Kunde_003,1
2022-01-19,product_a,Kunde_042,5
2022-01-19,product_b,Kunde_072,81
2022-01-19,product_b,Kunde_097,13
2022-01-19,product_b,Kunde_105,4
2022-01-19,product_b,Kunde_024,83
2022-01-19,product_b,Kunde_073,92
2022-01-19,product_c,Kunde_010,3
2022-01-19,product_c,Kunde_050,0
2022-01-19,product_c,Kunde_042,1
2022-01-19,product_c,Kunde_004,4
2022-01-19,product_c,Kunde_058,2
2022-01-20,product_a,Kunde_046,29
2022-01-20,product_a,Kunde_078,8
2022-01-20,product_a,Kunde_037,49
2022-01-20,product_a,Kunde_065,1
2022-01-20,product_a,Kunde_085,6
2022-01-20,product_b,Kunde_021,5
2022-01-20,product_b,Kunde_022,5
2022-01-20,product_b,Kunde_091,1
2022-01-20,product_b,Kunde_089,8
2022-01-20,product_b,Kunde_001,1
2022-01-20,product_c,Kunde_035,84
2022-01-20,product_c,Kunde_054,5
2022-01-20,product_c,Kunde_028,34
2022-01-20,product_c,Kunde_039,30
2022-01-20,product_c,Kunde_012,14
2022-01-21,product_a,Kunde_077,8
2022-01-21,product_a,Kunde_078,13
2022-01-21,product_a,Kunde_031,43
2022-01-21,product_a,Kunde_057,90
2022-01-21,product_a,Kunde_037,10
2022-01-21,product_b,Kunde_024,2
2022-01-21,product_b,Kunde_063,59
2022-01-21,product_b,Kunde_030,12
2022-01-21,product_b,Kunde_052,32
2022-01-21,product_b,Kunde_101,1
2022-01-21,product_c,Kunde_052,33
2022-01-21,product_c,Kunde_005,135
2022-01-21,product_c,Kunde_034,64
2022-01-21,product_c,Kunde_039,24
2022-01-21,product_c,Kunde_085,334
2022-01-22,product_a,Kunde_042,4
2022-01-22,product_a,Kunde_038,32
2022-01-22,product_a,Kunde_071,32
2022-01-22,product_a,Kunde_004,59
2022-01-22,product_a,Kunde_095,23
2022-01-22,product_b,Kunde_101,17
2022-01-22,product_b,Kunde_080,8
2022-01-22,product_b,Kunde_016,17
2022-01-22,product_b,Kunde_069,44
2022-01-22,product_b,Kunde_022,27
2022-01-22,product_c,Kunde_104,223
2022-01-22,product_c,Kunde_051,1
2022-01-22,product_c,Kunde_097,10
2022-01-22,product_c,Kunde_062,14
2022-01-22,product_c,Kunde_022,19
2022-01-23,product_a,Kunde_103,2
2022-01-23,product_a,Kunde_006,2
2022-01-23,product_a,Kunde_044,16
2022-01-23,product_a,Kunde_014,2
2022-01-23,product_a,Kunde_011,26
2022-01-23,product_b,Kunde_095,38
2022-01-23,product_b,Kunde_045,13
2022-01-23,product_b,Kunde_071,276
2022-01-23,product_b,Kunde_047,140
2022-01-23,product_b,Kunde_012,50
2022-01-23,product_c,Kunde_003,4
2022-01-23,product_c,Kunde_043,0
2022-01-23,product_c,Kunde_078,13
2022-01-23,product_c,Kunde_045,3
2022-01-23,product_c,Kunde_084,5
2022-01-24,product_a,Kunde_029,123
2022-01-24,product_a,Kunde_064,6
2022-01-24,product_a,Kunde_039,49
2022-01-24,product_a,Kunde_087,3
2022-01-24,product_a,Kunde_019,27
2022-01-24,product_b,Kunde_073,12
2022-01-24,product_b,Kunde_069,5
2022-01-24,product_b,Kunde_008,9
2022-01-24,product_b,Kunde_074,1
2022-01-24,product_b,Kunde_063,44
2022-01-24,product_c,Kunde_077,2
2022-01-24,product_c,Kunde_035,3
2022-01-24,product_c,Kunde_025,2
2022-01-24,product_c,Kunde_044,4
2022-01-24,product_c,Kunde_089,0
2022-01-25,product_a,Kunde_040,1
2022-01-25,product_a,Kunde_017,0
2022-01-25,product_a,Kunde_008,0
2022-01-25,product_a,Kunde_014,0
2022-01-25,product_a,Kunde_083,0
2022-01-25,product_b,Kunde_085,15
2022-01-25,product_b,Kunde_027,99
2022-01-25,product_b,Kunde_011,40
2022-01-25,product_b,Kunde_077,4
2022-01-25,product_b,Kunde_052,114
2022-01-25,product_c,Kunde_094,12
2022-01-25,product_c,Kunde_031,41
2022-01-25,product_c,Kunde_081,9
2022-01-25,product_c,Kunde_089,84
2022-01-25,product_c,Kunde_003,51
2022-01-26,product_a,Kunde_071,103
2022-01-26,product_a,Kunde_105,10
2022-01-26,product_a,Kunde_060,16
2022-01-26,product_a,Kunde_030,126
2022-01-26,product_a,Kunde_080,24
2022-01-26,product_b,Kunde_098,112
2022-01-26,product_b,Kunde_080,107
2022-01-26,product_b,Kunde_075,31
2022-01-26,product_b,Kunde_104,24
2022-01-26,product_b,Kunde_069,41
2022-01-26,product_c,Kunde_064,4
2022-01-26,product_c,Kunde_082,7
2022-01-26,product_c,Kunde_013,3
2022-01-26,product_c,Kunde_060,2
2022-01-26,product_c,Kunde_062,0
2022-01-27,product_a,Kunde_016,23
2022-01-27,product_a,Kunde_031,24
2022-01-27,product_a,Kunde_046,2
2022-01-27,product_a,Kunde_092,7
2022-01-27,product_a,Kunde_005,7
2022-01-27,product_b,Kunde_026,1
2022-01-27,product_b,Kunde_016,6
2022-01-27,product_b,Kunde_094,7
2022-01-27,product_b,Kunde_084,3
2022-01-27,product_b,Kunde_017,0
2022-01-27,product_c,Kunde_082,53
2022-01-27,product_c,Kunde_105,64
2022-01-27,product_c,Kunde_003,42
2022-01-27,product_c,Kunde_050,72
2022-01-27,product_c,Kunde_005,49
2022-01-28,product_a,Kunde_045,4
2022-01-28,product_a,Kunde_004,39
2022-01-28,product_a,Kunde_003,29
2022-01-28,product_a,Kunde_087,107
2022-01-28,product_a,Kunde_104,275
2022-01-28,product_b,Kunde_020,119
2022-01-28,product_b,Kunde_089,0
2022-01-28,product_b,Kunde_046,4
2022-01-28,product_b,Kunde_014,13
2022-01-28,product_b,Kunde_038,50
2022-01-28,product_c,Kunde_050,12
2022-01-28,product_c,Kunde_063,2
2022-01-28,product_c,Kunde_079,9
2022-01-28,product_c,Kunde_097,6
2022-01-28,product_c,Kunde_081,1
2022-01-29,product_a,Kunde_017,36
2022-01-29,product_a,Kunde_057,24
2022-01-29,product_a,Kunde_009,0
2022-01-29,product_a,Kunde_089,13
2022-01-29,product_a,Kunde_102,13
2022-01-29,product_b,Kunde_011,9
2022-01-29,product_b,Kunde_089,74
2022-01-29,product_b,Kunde_078,3
2022-01-29,product_b,Kunde_102,3
2022-01-29,product_b,Kunde_067,2
2022-01-29,product_c,Kunde_019,35
2022-01-29,product_c,Kunde_074,6
2022-01-29,product_c,Kunde_092,155
2022-01-29,product_c,Kunde_024,16
2022-01-29,product_c,Kunde_053,91
2022-01-30,product_a,Kunde_100,10
2022-01-30,product_a,Kunde_007,2
2022-01-30,product_a,Kunde_040,9
2022-01-30,product_a,Kunde_103,56
2022-01-30,product_a,Kunde_093,66
2022-01-30,product_b,Kunde_059,28
2022-01-30,product_b,Kunde_050,80
2022-01-30,product_b,Kunde_101,12
2022-01-30,product_b,Kunde_079,152
2022-01-30,product_b,Kunde_054,35
2022-01-30,product_c,Kunde_070,8
2022-01-30,product_c,Kunde_093,18
2022-01-30,product_c,Kunde_006,22
2022-01-30,product_c,Kunde_080,39
2022-01-30,product_c,Kunde_061,3
2022-01-31,product_a,Kunde_045,5
2022-01-31,product_a,Kunde_100,0
2022-01-31,product_a,Kunde_077,9
2022-01-31,product_a,Kunde_051,6
2022-01-31,product_a,Kunde_014,1
2022-01-31,product_b,Kunde_081,68
2022-01-31,product_b,Kunde_034,16
2022-01-31,product_b,Kunde_032,102
2022-01-31,product_b,Kunde_063,21
2022-01-31,product_b,Kunde_087,7
2022-01-31,product_c,Kunde_102,16
2022-01-31,product_c,Kunde_080,56
2022-01-31,product_c,Kunde_068,142
2022-01-31,product_c,Kunde_041,30
2022-01-31,product_c,Kunde_020,1
2022-02-01,product_a,Kunde_057,5
2022-02-01,product_a,Kunde_040,175
2022-02-01,product_a,Kunde_020,16
2022-02-01,product_a,Kunde_023,26
2022-02-01,product_a,Kunde_042,49
2022-02-01,product_b,Kunde_087,52
2022-02-01,product_b,Kunde_024,275
2022-02-01,product_b,Kunde_013,52
2022-02-01,product_b,Kunde_002,52
2022-02-01,product_b,Kunde_091,54
2022-02-01,product_c,Kunde_042,8
2022-02-01,product_c,Kunde_072,64
2022-02-01,product_c,Kunde_091,64
2022-02-01,product_c,Kunde_057,13
2022-02-01,product_c,Kunde_040,75
2022-02-02,product_a,Kunde_067,2
2022-02-02,product_a,Kunde_002,123
2022-02-02,product_a,Kunde_075,153
2022-02-02,product_a,Kunde_063,10
2022-02-02,product_a,Kunde_080,53
2022-02-02,product_b,Kunde_100,13
2022-02-02,product_b,Kunde_071,41
2022-02-02,product_b,Kunde_047,126
2022-02-02,product_b,Kunde_092,52
2022-02-02,product_b,Kunde_042,25
2022-02-02,product_c,Kunde_086,4
2022-02-02,product_c,Kunde_039,1
2022-02-02,product_c,Kunde_015,2
2022-02-02,product_c,Kunde_057,0
2022-02-02,product_c,Kunde_018,5
2022-02-03,product_a,Kunde_034,1
2022-02-03,product_a,Kunde_091,8
2022-02-03,product_a,Kunde_100,13
2022-02-03,product_a,Kunde_051,2
2022-02-03,product_a,Kunde_056,15
2022-02-03,product_b,Kunde_070,3
2022-02-03,product_b,Kunde_051,0
2022-02-03,product_b,Kunde_030,0
2022-02-03,product_b,Kunde_002,7
2022-02-03,product_b,Kunde_081,1
2022-02-03,product_c,Kunde_103,26
2022-02-03,product_c,Kunde_018,283
2022-02-03,product_c,Kunde_096,6
2022-02-03,product_c,Kunde_032,31
2022-02-03,product_c,Kunde_021,4
2022-02-04,product_a,Kunde_043,13
2022-02-04,product_a,Kunde_044,47
2022-02-04,product_a,Kunde_099,6
2022-02-04,product_a,Kunde_041,7
2022-02-04,product_a,Kunde_040,12
2022-02-04,product_b,Kunde_095,0
2022-02-04,product_b,Kunde_049,37
2022-02-04,product_b,Kunde_040,3
2022-02-04,product_b,Kunde_013,98
2022-02-04,product_b,Kunde_086,22
2022-02-04,product_c,Kunde_076,19
2022-02-04,product_c,Kunde_009,24
2022-02-04,product_c,Kunde_044,466
2022-02-04,product_c,Kunde_105,9
2022-02-04,product_c,Kunde_084,17
2022-02-05,product_a,Kunde_067,18
2022-02-05,product_a,Kunde_087,11
2022-02-05,product_a,Kunde_049,7
2022-02-05,product_a,Kunde_100,4
2022-02-05,product_a,Kunde_068,9
2022-02-05,product_b,Kunde_003,29
2022-02-05,product_b,Kunde_061,3
2022-02-05,product_b,Kunde_010,0
2022-02-05,product_b,Kunde_086,37
2022-02-05,product_b,Kunde_020,21
2022-02-05,product_c,Kunde_071,70
2022-02-05,product_c,Kunde_039,87
2022-02-05,product_c,Kunde_010,62
2022-02-05,product_c,Kunde_034,10
2022-02-05,product_c,Kunde_073,12
2022-02-06,product_a,Kunde_002,31
2022-02-06,product_a,Kunde_101,98
2022-02-06,product_a,Kunde_100,90
2022-02-06,product_a,Kunde_067,23
2022-02-06,product_a,Kunde_019,13
2022-02-06,product_b,Kunde_105,17
2022-02-06,product_b,Kunde_039,16
2022-02-06,product_b,Kunde_036,3
2022-02-06,product_b,Kunde_046,36
2022-02-06,product_b,Kunde_040,7
2022-02-06,product_c,Kunde_030,2
2022-02-06,product_c,Kunde_027,18
2022-02-06,product_c,Kunde_073,140
2022-02-06,product_c,Kunde_014,106
2022-02-06,product_c,Kunde_086,70
2022-02-07,product_a,Kunde_069,0
2022-02-07,product_a,Kunde_103,1
2022-02-07,product_a,Kunde_034,6
2022-02-07,product_a,Kunde_095,1
2022-02-07,product_a,Kunde_065,2
2022-02-07,product_b,Kunde_026,56
2022-02-07,product_b,Kunde_049,3
2022-02-07,product_b,Kunde_063,25
2022-02-07,product_b,Kunde_100,0
2022-02-07,product_b,Kunde_047,58
2022-02-07,product_c,Kunde_035,8
2022-02-07,product_c,Kunde_010,11
2022-02-07,product_c,Kunde_046,4
2022-02-07,product_c,Kunde_053,32
2022-02-07,product_c,Kunde_054,33
2022-02-08,product_a,Kunde_055,1
2022-02-08,product_a,Kunde_093,17
2022-02-08,product_a,Kunde_092,12
2022-02-08,product_a,Kunde_039,20
2022-02-08,product_a,Kunde_057,29
2022-02-08,product_b,Kunde_011,15
2022-02-08,product_b,Kunde_056,9
2022-02-08,product_b,Kunde_061,15
2022-02-08,product_b,Kunde_019,22
2022-02-08,product_b,Kunde_014,101
2022-02-08,product_c,Kunde_075,1
2022-02-08,product_c,Kunde_040,56
2022-02-08,product_c,Kunde_067,30
2022-02-08,product_c,Kunde_079,42
2022-02-08,product_c,Kunde_050,0
2022-02-09,product_a,Kunde_016,4
2022-02-09,product_a,Kunde_017,16
2022-02-09,product_a,Kunde_002,19
2022-02-09,product_a,Kunde_009,3
2022-02-09,product_a,Kunde_038,1
2022-02-09,product_b,Kunde_071,87
2022-02-09,product_b,Kunde_077,160
2022-02-09,product_b,Kunde_051,10
2022-02-09,product_b,Kunde_066,35
2022-02-09,product_b,Kunde_090,173
2022-02-09,product_c,Kunde_081,41
2022-02-09,product_c,Kunde_089,9
2022-02-09,product_c,Kunde_018,50
2022-02-09,product_c,Kunde_101,15
2022-02-09,product_c,Kunde_064,47
2022-02-10,product_a,Kunde_011,29
2022-02-10,product_a,Kunde_002,158
2022-02-10,product_a,Kunde_019,12
2022-02-10,product_a,Kunde_039,37
2022-02-10,product_a,Kunde_067,67
2022-02-10,product_b,Kunde_042,106
2022-02-10,product_b,Kunde_068,14
2022-02-10,product_b,Kunde_006,25
2022-02-10,product_b,Kunde_079,14
2022-02-10,product_b,Kunde_070,258
2022-02-10,product_c,Kunde_056,11
2022-02-10,product_c,Kunde_087,19
2022-02-10,product_c,Kunde_099,10
2022-02-10,product_c,Kunde_012,16
2022-02-10,product_c,Kunde_069,14
2022-02-11,product_a,Kunde_046,6
2022-02-11,product_a,Kunde_037,5
2022-02-11,product_a,Kunde_041,5
2022-02-11,product_a,Kunde_028,47
2022-02-11,product_a,Kunde_031,22
2022-02-11,product_b,Kunde_023,36
2022-02-11,product_b,Kunde_045,30
2022-02-11,product_b,Kunde_088,91
2022-02-11,product_b,Kunde_010,2
2022-02-11,product_b,Kunde_081,30
2022-02-11,product_c,Kunde_048,31
2022-02-11,product_c,Kunde_024,110
2022-02-11,product_c,Kunde_070,8
2022-02-11,product_c,Kunde_061,146
2022-02-11,product_c,Kunde_093,111
2022-02-12,product_a,Kunde_065,138
2022-02-12,product_a,Kunde_061,117
2022-02-12,product_a,Kunde_003,2
2022-02-12,product_a,Kunde_043,22
2022-02-12,product_a,Kunde_063,8
2022-02-12,product_b,Kunde_063,148
2022-02-12,product_b,Kunde_081,82
2022-02-12,product_b,Kunde_083,43
2022-02-12,product_b,Kunde_028,49
2022-02-12,product_b,Kunde_007,10
2022-02-12,product_c,Kunde_057,0
2022-02-12,product_c,Kunde_082,1
2022-02-12,product_c,Kunde_077,0
2022-02-12,product_c,Kunde_021,0
2022-02-12,product_c,Kunde_069,0
2022-02-13,product_a,Kunde_026,37
2022-02-13,product_a,Kunde_041,40
2022-02-13,product_a,Kunde_097,18
2022-02-13,product_a,Kunde_034,24
2022-02-13,product_a,Kunde_033,161
2022-02-13,product_b,Kunde_040,19
2022-02-13,product_b,Kunde_059,109
2022-02-13,product_b,Kunde_095,74
2022-02-13,product_b,Kunde_055,5
2022-02-13,product_b,Kunde_081,5
2022-02-13,product_c,Kunde_047,9
2022-02-13,product_c,Kunde_010,20
2022-02-13,product_c,Kunde_037,20
2022-02-13,product_c,Kunde_090,30
2022-02-13,product_c,Kunde_094,19
2022-02-14,product_a,Kunde_008,2
2022-02-14,product_a,Kunde_052,2
2022-02-14,product_a,Kunde_081,3
2022-02-14,product_a,Kunde_058,6
2022-02-14,product_a,Kunde_053,0
2022-02-14,product_b,Kunde_006,2
2022-02-14,product_b,Kunde_035,14
2022-02-14,product_b,Kunde_031,4
2022-02-14,product_b,Kunde_098,24
2022-02-14,product_b,Kunde_085,0
2022-02-14,product_c,Kunde_061,133
2022-02-14,product_c,Kunde_084,89
2022-02-14,product_c,Kunde_102,2
2022-02-14,product_c,Kunde_067,53
2022-02-14,product_c,Kunde_083,26
2022-02-15,product_a,Kunde_040,4
2022-02-15,product_a,Kunde_067,0
2022-02-15,product_a,Kunde_024,27
2022-02-15,product_a,Kunde_004,37
2022-02-15,product_a,Kunde_003,17
2022-02-15,product_b,Kunde_054,8
2022-02-15,product_b,Kunde_038,52
2022-02-15,product_b,Kunde_051,10
2022-02-15,product_b,Kunde_031,69
2022-02-15,product_b,Kunde_029,21
2022-02-15,product_c,Kunde_024,6
2022-02-15,product_c,Kunde_066,24
2022-02-15,product_c,Kunde_098,16
2022-02-15,product_c,Kunde_028,38
2022-02-15,product_c,Kunde_007,181
2022-02-16,product_a,Kunde_011,5
2022-02-16,product_a,Kunde_101,6
2022-02-16,product_a,Kunde_081,5
2022-02-16,product_a,Kunde_046,17
2022-02-16,product_a,Kunde_027,2
2022-02-16,product_b,Kunde_056,36
2022-02-16,product_b,Kunde_039,25
2022-02-16,product_b,Kunde_101,4
